id,title,Rating,maincateg,platform,price1,actprice1,Offer %,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1
5821,ICEBULL LEATHER JEFL006 BROWN FORMAL SHOES FOR LADIES OR GIRLS Lace Up For Women  (Brown),4.5,Women,Flipkart,1399,3999,65.02%,2,1,1,1,0,0,0,0
5076,Training & Gym Shoes For Men  (Black),3.6,Men,Flipkart,389,999,61.06%,887,64,468,86,68,77,188,0
16602,"Dr Foot Natural Foot & Shoe Deodorant Spray with Essential Oils & Enzymes to Kill Foot Odor, Shoe Odor Eliminator | Foot Care for Smelly Feet Spray and Dry Skin  100ml Odour Control  (Generic, Leather, Synthetic Leather, White)",0,Men,Flipkart,199,250,20.40%,9,0,5,2,1,1,0,1
11583,Jutis For Women  (Multicolor),3.3,Women,Flipkart,283,595,52.44%,4,0,1,1,1,0,1,0
9456,Women Pink Heels Sandal,4.3,Women,Flipkart,498,1299,61.66%,52,11,33,9,6,0,4,0
7003,Porter Derby For Men  (Black),4.4,Men,Flipkart,1800,3599,49.99%,16,3,9,5,1,1,0,1
8351,ATHLEO Sports Running Shoes For Women  (Grey),3.6,Women,Flipkart,599,1199,50.04%,66,13,26,13,12,7,8,0
16925,Combo of 3 Relax Reflexology Sandals Accupressure Slippers Non-Slip Healthy Flip Flop for Men Slippers,3.1,Men,Flipkart,429,1499,71.38%,7,2,2,1,1,2,1,0
15947,PERRY Running Shoes For Women  (Blue),4.2,Women,Flipkart,649,699,7.15%,496,85,262,145,42,13,34,1
15491,Women Navy Flats Sandal,3.9,Women,Flipkart,319,499,36.07%,59,10,28,10,11,5,5,1
594,Asian Women's Running Shoes,4.1,Women,Amazon,526,608,0.00%,132,61,8,4,10,15,24,1
931,"Men Orange, Brown Sandal",3.9,Men,Flipkart,510,1179,50.05%,15117,2083,7989,1719,2719,1250,228,1
12352,Slippers,4.1,Men,Flipkart,259,284,8.80%,1626,177,873,345,186,73,149,1
14963,Women Copper Flats Sandal,4.2,Women,Flipkart,268,999,73.17%,23,3,14,2,5,2,0,1
9668,GO WALK 4 GLORIFY Walking Shoes For Women  (Black),4.5,Women,Flipkart,2385,5299,54.99%,104,14,70,24,4,0,6,1
7822,Slides,4.2,Men,Flipkart,1596,1995,20.00%,29,2,15,7,5,1,1,1
1988,Acupressure Slippers & Yoga Paduka Natural Leg Magnetic Full Body Massage Foot Massager Slides,3.5,Men,Flipkart,315,1200,73.75%,817,118,319,139,138,77,144,1
14889,Women Black Sports Sandal,4,Women,Flipkart,1599,2699,40.76%,300,38,146,73,35,15,31,0
3328,"Ethnic Men's Golden Work Pointed Punjabi Mojari Mojaris For Men  (Black, Yellow)",4.1,Men,Flipkart,799,999,20.02%,11,1,6,3,0,1,1,0
14625,Acupressure Slippers/Reflexology Sandals/Therapeutic Acupoint Massager/Acupressure Acupuncture Therapy Medical/Yoga Paduka/Accu Paduka/Health Care Slippers/Foot Care Relaxation/Rotating Acupressure Foot Massager Shoes Magnetic Therapy Slippers Slides,3.7,Men,Flipkart,529,1499,64.71%,3166,443,1362,660,473,214,457,0
9977,ELITE FLEX Training & Gym Shoes For Men  (Black),4,Men,Flipkart,2399,5999,60.01%,200,15,108,41,17,13,21,1
3070,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,496,625,20.64%,368,68,201,79,51,11,26,1
20168,"high top Sneakers for men High Tops For Men  (Red, Black)",4.1,Men,Flipkart,450,999,54.96%,15636,1738,9462,2261,1518,797,1598,1
5710,Black Colour Synthetic Leather Men Ethnic Wear Slip On Jutis Mojaris For Men  (Black),3.6,Men,Flipkart,594,990,40.00%,63,7,28,10,9,6,10,0
4743,Women Yellow Heels Sandal,3.8,Women,Flipkart,390,599,34.89%,8050,1191,3526,1845,1161,539,979,1
20257,Slippers,3.9,Men,Flipkart,148,499,70.34%,107,12,61,10,15,7,14,0
18378,"Men Black, Grey Sandal",3.9,Men,Flipkart,547,999,45.25%,3454,455,1712,692,496,205,349,1
12698,Training & Gym Shoes For Women  (Pink),4.4,Women,Flipkart,2436,4499,45.85%,12,2,10,2,3,1,0,1
2345,Women Black Sports Sandal,4.7,Women,Flipkart,544,1199,54.63%,6,4,4,2,0,0,0,1
6293,Slides,3.9,Women,Flipkart,284,499,43.09%,192,27,88,51,24,12,17,1
8475,"Men Black, Green Sandal",4.2,Men,Flipkart,840,999,15.92%,465,56,250,137,35,16,27,1
13594,Ethnic Embroidery Jutis For Women  (Black),4,Women,Flipkart,199,499,60.12%,1809,221,931,366,233,105,174,0
13718,Flip Flops,4.1,Women,Flipkart,299,599,50.08%,41,9,19,13,5,3,1,1
6380,Girls Stylish Casual Sports Shoe Sneakers For Women  (White),4,Women,Flipkart,699,999,30.03%,142,21,72,32,16,8,12,1
20618,Men Green Sandal,3.6,Men,Flipkart,549,1599,65.67%,2043,260,831,428,316,173,295,0
11512,Women Orange Bellies Sandal,4.3,Women,Flipkart,414,999,58.56%,11,3,6,4,0,0,1,0
1644,"Molly Bellies For Women  (Pink, Beige)",4.2,Women,Flipkart,654,1299,49.65%,46,8,26,8,8,1,2,1
15242,Synthetic Leather Casual Partywear Boots Shoes For Women And Girls Boots For Women  (Grey),4.1,Women,Flipkart,398,999,60.16%,424,52,231,85,50,22,36,0
20742,Men Brown Sandal,4.1,Men,Flipkart,539,799,32.54%,67,13,34,17,11,2,3,0
4729,Juttis For Men Jutis For Men  (Beige),4.1,Men,Flipkart,527,999,47.25%,551,68,277,141,70,33,30,1
18931,Women Black Flats Sandal,4.1,Women,Flipkart,569,999,43.04%,224,25,115,58,25,9,17,1
10378,Yatra Running Shoes For Women  (Pink),4.2,Women,Flipkart,1763,4299,58.99%,107,12,64,21,8,7,7,1
19959,Women Tan Wedges Sandal,4.3,Women,Flipkart,381,999,61.86%,64,9,33,18,10,2,1,1
6913,Zipper Boots For Women And Girls Boots For Women  (Blue),3.8,Women,Flipkart,699,999,30.03%,107,15,43,28,16,7,13,0
14670,Jutis For Women  (Pink),3.6,Women,Flipkart,199,499,60.12%,95,11,44,13,10,8,20,0
9921,EL0040RD Boots For Women  (Red),4.1,Women,Flipkart,1011,2290,55.85%,251,50,122,67,31,10,19,1
2600,PrasKing Premium White Canvas Casual Sneaker Shoes for Women,3.4,Women,Amazon,546,546,0.00%,309,135,22,8,12,23,36,1
1920,Fashion Outdoor Canvas Casual Light Weight Partywear Sneakers Shoes For Men's And Boys Sneakers Casuals For Men  Sneakers For Men  (Yellow),3.8,Men,Flipkart,379,999,62.06%,778,119,386,133,90,59,110,1
8438,Boxer Black Outdoors For Men  (Black),3.8,Men,Flipkart,278,499,44.29%,1102,122,602,115,137,88,160,1
9333,Highland Lace Up For Men  (Brown),3.9,Men,Flipkart,949,2849,66.69%,1186,152,597,241,144,70,134,1
820,Women Copper Flats Sandal,4,Women,Flipkart,366,1072,68.37%,3050,436,139,287,431,293,496,1
15314,Flip Flops,4,Women,Flipkart,499,1298,61.56%,24,3,13,4,3,2,2,1
14439,House and Daily Flip Flops,3.8,Men,Flipkart,456,499,8.62%,761,114,355,146,94,52,114,1
3404,Air Zoom Winflo 7 Running Shoes For Men  (Black),4.2,Men,Flipkart,5517,7995,30.99%,154,21,103,20,7,2,22,1
18802,"high top Sneakers for men High Tops For Men  (Red, Black)",4.1,Men,Flipkart,450,999,54.96%,15636,1738,9462,2262,1517,797,1598,1
2426,STONIC Running Shoes For Men  (Navy),4.2,Men,Flipkart,1399,1499,6.67%,4482,672,2622,1025,407,157,271,1
15974,Bellies For Women  (Black),4.1,Women,Flipkart,399,599,33.39%,93,12,46,16,10,3,6,0
8378,"Running Shoes For Men  (Grey, Black)",4.2,Men,Flipkart,499,999,50.05%,162,24,99,28,16,6,13,0
4842,Pronto V2 IDP Sneakers For Men  (White),4.7,Men,Flipkart,2149,4299,50.01%,17,0,14,2,0,1,0,1
20871,WOMEN BLACK GOLA SLIPPER Flip Flops,3.9,Women,Flipkart,149,249,40.16%,10146,1474,4913,1956,1454,651,1172,0
7184,Women Black Heels Sandal,3.7,Women,Flipkart,379,999,62.06%,508,80,218,88,90,40,72,0
8946,Women Beige Heels Sandal,3.9,Women,Flipkart,599,1299,53.89%,45,6,20,13,9,1,4,0
2506,Lite Running Shoe For Women  (Purple),4.4,Women,Flipkart,1760,3999,55.99%,49,6,28,17,2,1,1,1
20909,GO WALK SMART-INFLUENCE Walking Shoes For Women  (Grey),4.4,Women,Flipkart,3299,5999,45.01%,8,3,5,2,0,1,0,1
19225,Zipper Synthetic Leather Casual Partywear New Design Stylish Boots For Women And Girls Boots For Women  (Pink),4.1,Women,Flipkart,398,999,60.16%,729,104,425,136,74,30,64,0
15865,Walking Shoes For Women  (White),4.4,Women,Flipkart,1259,4199,70.02%,74,4,49,15,5,1,4,1
1420,Kraasa Socks Sport Shoes for Men | Walking Shoes | Casual Sneakers | Running Shoes for Men,3.9,Men,Amazon,471,471,0.00%,30,22,0,14,14,28,43,0
1509,"Combo pack of 4 casual, sneaker shoes for women Sneakers For Women  (Multicolor)",3.6,Women,Flipkart,999,1994,49.90%,16,1,7,3,2,1,3,0
1695,Walking Shoes For Men  (Blue),4.1,Men,Flipkart,379,999,62.06%,11574,1532,6130,2529,1467,555,893,1
14647,Flip Flops,4.2,Women,Flipkart,299,699,57.22%,15,5,8,4,2,0,1,1
5169,Women Red Flats Sandal,3.9,Women,Flipkart,311,499,37.68%,59,10,28,10,11,5,5,1
4540,Women Pink Wedges Sandal,4.2,Women,Flipkart,599,999,40.04%,9052,1616,4965,2056,1080,365,595,1
20462,Women white Bellies Bellies For Women  (White),3.9,,Flipkart,268,699,61.66%,,,987,,302,150,202,0
9405,"Bowling, Motorsport, Riding, Running, Walking, Gym, Football Running Shoes Lace Up For Men  (Red, Green)",4,Men,Flipkart,474,599,20.87%,40971,6923,19798,10153,5801,2130,3089,1
4305,Designer Jaipuri Silk Jutti Rajasthani Mojari for Women and Girls Bellies For Women  (Multicolor),3.9,Women,Flipkart,325,899,63.85%,12,1,8,1,0,0,3,0
9329,"Turino Stacked Sneakers For Women  (Pink, Black)",4.5,Women,Flipkart,2745,4999,45.09%,17,4,13,2,1,0,1,1
10739,Women Grey Heels Sandal,3.7,Women,Flipkart,379,999,62.06%,75,10,32,16,7,12,8,0
19856,Women Pink Bellies Sandal,4.2,Women,Flipkart,379,999,62.06%,1209,183,651,320,127,56,55,1
17915,"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,,Flipkart,790,949,16.75%,,,1738,,324,107,179,1
16708,Women Black Bellies Sandal,4.2,Women,Flipkart,341,899,62.07%,589,81,322,141,71,25,30,1
8754,Slippers,4.1,Women,Flipkart,399,799,50.06%,922,111,479,217,118,49,59,1
16486,RUNNING SHOES FOR MAN Running Shoes For Men  (Black),4.2,Men,Flipkart,398,999,60.16%,203,29,124,31,23,12,13,0
14195,Men Tan Casual Sandal,3.2,Men,Flipkart,399,499,20.04%,22,5,8,4,1,3,6,0
16945,Ladies Khussa Shoes Phulkari Jutti Indian Ethnic Salwar Kameez Shoes Jutis For Women  (Multicolor),4.8,Women,Flipkart,1595,1895,15.83%,17,7,13,4,0,0,0,0
17520,Men Multicolor Sandal,3.8,Men,Flipkart,299,498,39.96%,345,41,175,52,44,27,47,0
4160,Women Beige Bellies Sandal,4,Women,Flipkart,299,999,70.07%,470,56,254,93,52,30,41,0
8027,Jutis For Men  (Off White),3.7,Men,Flipkart,699,899,22.25%,3,0,2,0,0,0,1,0
4421,Sneakers For Men  (Blue),4.3,Men,Flipkart,499,999,50.05%,110,19,75,11,10,5,9,0
6108,Women Black Heels Sandal,3.9,Women,Flipkart,353,999,64.66%,103,14,53,16,16,7,11,0
18018,Valvet Jalsa Mocassin For Men  (Tan),4.3,Men,Flipkart,399,999,60.06%,11,0,6,3,1,1,0,0
388,Men White Sandal,4.3,Men,Flipkart,2369,3274,29.98%,208,20,120,33,13,11,18,1
12126,Jutis For Men  (Tan),4.3,Men,Flipkart,1530,1699,9.95%,22,5,0,0,0,0,0,0
5088,Women Black Wedges Sandal,3.3,Women,Flipkart,314,449,30.07%,139,18,55,15,20,14,36,0
346,Ethnic Jutti Jutis For Women  (Pink),4.2,Women,Flipkart,391,1170,55.06%,131,14,68,38,20,3,9,0
14877,"Women Running, Walking, Sports Shoes For Girls Running Shoes For Women  (Maroon)",4.1,Women,Flipkart,499,999,50.05%,1723,283,843,489,207,68,116,1
14201,Ethnic Mule For Men  (Brown),4,Men,Flipkart,499,999,50.05%,11,1,6,2,1,1,1,0
3533,BMW MMS Kart Cat-X Tech Sneakers For Men  (Black),4.4,,Flipkart,4859,8999,46.01%,,,,,1,0,1,1
7050,Women Blue Heels Sandal,4,Women,Flipkart,382,799,52.19%,2795,380,1362,670,390,154,219,0
19682,Flex Renew Sneakers For Women  (Black),4.4,Women,Flipkart,2278,3999,43.04%,14,2,9,3,1,1,0,1
18312,DD58_3.5 Jutis For Women  (Beige),4.6,Women,Flipkart,1499,2500,40.04%,12,3,9,2,0,1,0,0
13013,Jutis For Women  (Beige),3.9,Women,Flipkart,332,649,48.84%,10,3,4,3,2,0,1,0
6112,Running Shoes For Women  (Brown),4.2,Women,Flipkart,2997,4995,40.00%,27,2,14,7,4,1,1,1
17989,Women Brown Wedges Sandal,4.1,Women,Flipkart,243,269,9.67%,749,126,374,205,90,42,38,1
8745,Women Blue Flats Sandal,4.1,Women,Flipkart,311,499,37.68%,400,38,204,99,50,17,30,1
16332,Walking Shoes For Women  (Pink),4.4,Women,Flipkart,1589,5299,70.01%,213,34,129,55,17,4,8,1
9404,Women Black Flats Sandal,3.9,Women,Flipkart,259,499,48.10%,393,34,183,85,62,26,37,1
17611,Bellies For Women  (Multicolor),3.2,Women,Flipkart,525,998,47.39%,16,1,6,2,2,1,5,0
1839,Perfect Stylish Girls High Ankle Boots For Women  (Pink),4.2,Women,Flipkart,379,999,62.06%,693,107,427,116,72,20,58,1
9959,Women SL-123 Magenta Baby Pink Walking Shoes For Women  (Red),4.3,Women,Flipkart,836,899,7.01%,8998,1321,5186,2560,681,200,376,1
13494,Men Brown Sandal,4.1,Men,Flipkart,711,2699,73.66%,100,25,53,23,13,3,8,0
160,Wedge Heel Wedges For Women  (Grey),3.5,Women,Flipkart,222,945,66.74%,52,12,15,8,6,6,9,0
19942,Jalsa Jutti For Men Jutis For Men  (Tan),3.8,Men,Flipkart,450,799,43.68%,39,4,21,5,3,4,6,0
4680,Women Black Heels Sandal,4,Women,Flipkart,379,699,45.78%,140,13,70,36,11,13,10,0
3716,RC3511 001 Lace Up For Men  (Black),4,Men,Flipkart,1890,4199,54.99%,1117,212,578,269,113,49,108,1
11197,Slides,4,Men,Flipkart,299,499,40.08%,790,81,459,123,67,44,97,0
8551,"Combo Pack Perfect Stylish Girls High Ankle Boots Boots For Women Boots For Women  (Black, Pink)",4.1,Women,Flipkart,799,999,20.02%,48,12,27,7,8,2,4,1
11898,LDS19C Slip On Sneakers For Women  (Black),3.9,Women,Flipkart,599,999,40.04%,14,3,6,4,2,1,1,1
3201,"Fulkari Women's Moonshine Beige Multicolored Genuine Soft Leather Juttis | Bite and Pinch Free Jutis | Punjabi Jutti For Ladies | Wedding Flat Stylish Mojari | Bridal Ethnic Flats For Girls | 38 Jutis For Women  (Beige, Multicolor)",4.8,Women,Flipkart,2999,6800,55.90%,4,2,3,1,0,0,0,0
15511,Desicolour Fancy Party Wear Juti Ethnic Mojari-Floral Gold Mojaris For Women  (Multicolor),4,Women,Flipkart,699,1500,53.40%,5,1,3,1,0,0,1,1
7582,Boots For Women  (Black),4.5,Women,Flipkart,499,999,50.05%,53,8,36,10,5,0,2,0
6137,Loafers For Men  (Black),4.2,Men,Flipkart,545,999,45.45%,86,10,54,14,7,0,11,1
20692,Classic Suede Footwear Loafers For Men  (Grey),3.6,Men,Flipkart,625,999,37.44%,1201,138,533,209,159,104,196,1
5393,"SX9035G Running Shoes For Men  (Black, Orange)",4.4,Men,Flipkart,1035,1349,23.28%,45,7,28,11,4,0,2,1
15210,Women Pink Flats Sandal,4,Women,Flipkart,699,999,30.03%,116,16,49,37,17,5,8,0
17163,"Black Leather Ankle Womens Boots, Block Heel Boots, Party Wear Boots, Womens Heels Boots For Women  (Black)",4.7,Women,Flipkart,4645,6500,28.54%,3,0,2,1,0,0,0,0
19406,Loafers For Men  (Brown),3.9,Men,Flipkart,499,999,50.05%,96,21,45,21,16,5,9,1
17891,Women Pink Bellies Sandal,3.9,Women,Flipkart,299,599,50.08%,221,37,109,45,27,18,22,0
973,Women Pink Wedges Sandal,4.2,Women,Flipkart,527,1072,40.14%,721,129,628,51,125,28,42,1
1078,Slides,4,Women,Flipkart,299,999,70.07%,81,10,43,22,8,3,8,1
18624,Men Blue Flats Sandal,4.3,Men,Flipkart,1483,2799,47.02%,63,4,30,27,2,2,2,1
16877,COBRABROWN3101 Casuals For Men  (Brown),3.9,Men,Flipkart,474,999,52.55%,3757,540,1791,790,497,215,464,1
16683,Women Gold Heels Sandal,4,Women,Flipkart,447,999,55.26%,265,30,148,48,33,6,30,1
19319,Walking Shoes For Women  (White),4,Women,Flipkart,699,1699,58.86%,83,12,46,12,9,7,9,1
88,Men Maroon Sandal,4.1,Men,Flipkart,352,528,2.29%,,,410,,123,29,18,1
16749,"SM-397 Fluorescent Running Shoes For Men  (Orange, Grey)",4.2,Men,Flipkart,882,1049,15.92%,19512,3085,10361,5710,1868,557,1016,1
20531,Slides,3.6,Men,Flipkart,237,499,52.51%,240,24,125,22,22,24,47,1
13867,Synthetic Leather Casual Partywear Wedding Sneakers Shoes For Men Sneakers For Men  (Grey),3.8,Men,Flipkart,407,999,59.26%,14426,1707,6828,2824,1896,956,1922,1
3627,"Combo Pack of 2 Latest Collection Stylish Casual Loafer Sneakers Shoes for Women Sneakers For Men  (Black, Green)",3.8,Men,Flipkart,399,998,60.02%,2048,285,962,438,272,127,249,1
7843,Women Gold Wedges Sandal,3.8,Women,Flipkart,1048,1995,47.47%,206,32,106,40,15,6,39,1
11091,Women Beige Flats Sandal,4,Women,Flipkart,319,599,46.74%,147,25,79,27,16,5,20,1
7368,Slip On For Women  (Black),2.9,Women,Flipkart,397,799,50.31%,19,3,6,1,3,3,6,0
4450,Men Brown Sandal,4.6,Men,Flipkart,999,1999,50.03%,32,6,22,8,2,0,0,0
10606,Walking Shoes For Men  (Black),4,Men,Flipkart,532,1499,64.51%,7824,1021,3887,1906,1049,392,590,1
1776,"sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men<U+FFFD> Running Shoes For Men  (Black, White)",4.1,Men,Flipkart,499,999,50.05%,30687,3748,17616,5205,3257,1716,2893,1
7317,Slides,3.8,Men,Flipkart,249,999,75.08%,947,104,469,155,126,64,133,1
20746,"Men Black, Brown Sandal",3.8,Men,Flipkart,454,1497,69.67%,4057,524,1815,798,639,324,481,1
8935,"Latest Collection, Ankle Lengh Sneakers Boots For Women  (Black)",4.4,Women,Flipkart,475,999,52.45%,35,5,24,6,2,2,1,0
166,"Women Blue, Red Sports Sandal",4.1,Women,Flipkart,1099,2369,55.22%,658,102,253,301,101,44,43,1
4522,"Totu Womens Black and Red Casual Stylish Comfort ortho High Heel (Pack Of 1) Flip Flops , Size-5 Flip Flops",3.8,Women,Flipkart,199,499,60.12%,787,99,385,148,98,55,101,0
6534,Canvas Shoes For Men  (Multicolor),2.9,Men,Flipkart,365,999,63.46%,12,0,4,0,1,5,2,0
351,Women Brown Wedges Sandal,4.3,Women,Flipkart,508,472,15.63%,126,19,110,17,7,8,6,1
1682,Women Black Heels Sandal,3.6,Women,Flipkart,162,499,67.54%,7,1,3,2,0,0,2,0
16552,Men White Sandal,4.3,Men,Flipkart,2246,2995,25.01%,277,33,184,46,16,11,20,1
6855,Combo Pack of 2 Shoes Walking Shoes For Men  (Multicolor),3.8,Men,Flipkart,569,999,43.04%,342,47,165,58,51,20,48,1
2807,Women Pink Heels Sandal,4.4,Women,Flipkart,475,999,52.45%,611,90,393,119,54,14,31,1
18915,Men Tan Sandal,4.5,Men,Flipkart,379,799,52.57%,24,5,17,5,1,0,1,1
1299,Women Maroon Heels Sandal,4,Women,Flipkart,398,999,60.16%,2795,380,1362,670,390,154,219,0
4683,Men's Running Shoes Fashion Breathable Sneakers Running Shoes For Men  (Black),3.8,Men,Flipkart,349,999,65.07%,4213,475,2149,607,495,307,655,1
9397,Jutis For Women  (Red),3.9,Women,Flipkart,223,499,55.31%,989,138,483,187,139,63,117,1
12236,ELISE Women's Sneakers,4.1,Women,Amazon,339,397,14.61%,205,77,9,4,8,23,56,0
9022,"Girls Casual Floral Printed Party wear,Women Casuals Sneakers Boots For Women  (Black)",4.2,Women,Flipkart,499,999,50.05%,71,6,46,12,3,4,9,0
19671,Jutis For Women  (Gold),4.1,Women,Flipkart,199,499,60.12%,437,49,256,77,38,21,46,0
4488,"Outdoors For Men  (Black, Blue)",3.6,Men,Flipkart,570,1498,61.95%,2190,230,1046,267,310,194,373,1
13564,Kanthi Bellies Mojaris For Women  (Navy),3.7,Women,Flipkart,215,699,69.24%,54,11,26,10,3,4,10,1
1302,Lace Up For Men  (Brown),3.9,Men,Flipkart,664,1749,62.04%,,,1238,,,157,235,1
3785,COSET II Ms Flip Flops,4.3,Men,Flipkart,974,1499,35.02%,209,19,125,46,21,2,15,1
18876,Running Shoes For Men  (Orange),4.1,Men,Flipkart,426,999,57.36%,57354,8250,32704,10683,6362,2803,4802,1
10822,Boots For Women  (Maroon),4.3,Women,Flipkart,1374,2290,40.00%,4,0,2,1,1,0,0,1
11832,Men Black Sports Sandal,4,Men,Flipkart,1349,2699,50.02%,1963,242,993,478,241,76,175,1
7277,Women Black Wedges Sandal,4.2,Women,Flipkart,448,999,55.16%,136,22,75,34,13,5,9,1
8002,Mojaris Jutis For Men  (Black),4,Men,Flipkart,399,499,20.04%,11,2,8,0,0,1,2,0
10849,Walking Shoes For Women  (White),4.5,Women,Flipkart,1049,3899,73.10%,830,140,533,201,60,17,19,0
12135,Slip On Sneakers For Men  (Navy),4,Men,Flipkart,738,1899,61.14%,26879,3647,12809,7490,3271,1178,2131,1
7108,Women Pink Wedges Sandal,4,Women,Flipkart,444,499,11.02%,197,32,103,41,22,9,22,0
2198,Men Blue Sandal,3.3,Men,Flipkart,550,1999,72.49%,92,4,36,13,12,9,22,0
12600,Derby For Men  (Tan),4.1,Men,Flipkart,1489,4995,70.19%,2852,393,1442,814,288,114,194,1
15063,Genuine Leather Formal Shoes Derby For Men  (Black),3.9,Men,Flipkart,949,2999,68.36%,383,54,187,81,46,21,48,1
4789,"punjabi jutti , nagra , nagra shoes , jutti , jalsa , mojari , rajasthani jutti Mojaris For Men  (Blue)",3.9,Men,Flipkart,289,499,42.08%,64,7,40,7,1,4,12,0
7220,Slip On For Women  (Maroon),3,Women,Flipkart,679,699,2.86%,5,1,2,0,1,0,2,0
18470,Bellies For Women  (Black),4.3,Women,Flipkart,632,799,20.90%,42,3,22,14,5,1,1,1
8162,Women Beige Heels Sandal,4,Women,Flipkart,472,533,11.44%,464,77,236,98,57,23,50,0
10778,Fluo M Running Shoes For Men  (Grey),4.1,Men,Flipkart,2089,3799,45.01%,13,3,5,6,1,0,1,1
18019,Bellies For Women  (Blue),3.5,Women,Flipkart,699,999,30.03%,20,1,6,6,4,1,3,1
9820,Women Grey Wedges Sandal,3.9,Women,Flipkart,664,999,33.53%,37,6,17,9,4,3,4,1
5481,Premium Quality Boots For Men  (Black),4.1,Men,Flipkart,349,999,65.07%,88,8,47,19,8,8,6,0
11979,Ethnic Jutis For Women  (Multicolor),3.9,Women,Flipkart,199,499,60.12%,2857,466,1438,522,385,180,332,0
14361,Men Blue Sandal,4,Men,Flipkart,3147,4495,29.99%,39,4,22,8,2,1,6,1
3221,Quin Two Lace Up For Men  (Black),4.2,Men,Flipkart,581,999,41.84%,675,105,363,179,66,23,44,1
17463,Boots For Women  (Tan),4.4,Women,Flipkart,1049,3699,71.64%,143,25,87,38,11,2,5,1
849,Smash Badminton Shoes For Men  (Black),4.2,Men,Flipkart,1365,2009,30.00%,2239,295,177,351,261,68,78,1
19185,Lace Up For Men  (Black),3.6,Men,Flipkart,399,1999,80.04%,16,4,7,2,3,2,2,1
8059,Synthetic Leather Casual Sneaker shoes for Women Sneakers For Women  (Black),4,Women,Flipkart,595,1199,50.38%,222,25,108,57,33,11,21,1
12908,"Captain-12 Running shoes for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight grey shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Grey)",4.1,Men,Flipkart,699,999,30.03%,10572,1780,5172,2941,1286,454,719,1
7826,casual for men (blue 06) Sneakers For Men  (Blue),3.9,Men,Flipkart,474,999,52.55%,1293,165,663,223,146,89,172,1
10902,Loop X IDP Running Shoes For Men  (Grey),4.6,Men,Flipkart,1799,2999,40.01%,63,9,50,8,1,0,4,1
20651,Flip Flops,3.3,Women,Flipkart,169,499,66.13%,4,1,1,1,0,2,0,0
7502,Perforated Low IDP Sneakers For Men  (White),4.2,Men,Flipkart,2399,3999,40.01%,519,40,287,123,50,25,34,1
20103,RedBlack Marathon Walking Shoes For Men  (Red),4,Men,Flipkart,569,949,40.04%,5231,775,2717,1162,605,277,470,1
